sentence_id	sentence	sentence_domain	source	is_used	clips_count
124d719a9593256370cba1393bfdefc08a89930a7c169a7d794b3c27057717fb	Inshoran kulawa na asibiti na kamfanin ya kunsi duk kudaden kulawa na asibiti.		Translators without Borders Gamayun kits	1	0
1308956233e61569a83303a210e5a0d0107f064114225f066d875468b7575a83	Ba akan abinda zasu yi magana kenan ba.		Translators without Borders Gamayun kits	1	0
137034eceb728ebdfc675a9420e11c2e987a0ef2d748ccb35496583d8ac845e6	E na yin godiya saboda tsayawa kan saman tsaunuka.		Translators without Borders Gamayun kits	1	0
149b8f79461ddac40d37cce3c00960ce9d32a508e863b1a6dd4f93909a638eff	Idan har bar nan wajen, to babban mai muhimmaci shi ne tafiya gida.		Translators without Borders Gamayun kits	1	0
15245d459ca44cae6b665c11270d4d0ebec3f22ffe5c340b5187c013f9e7725f	Ina bada rabin tauraro kowai saboda tauraro sifili baya cikin zabin.		Translators without Borders Gamayun kits	1	0
1560282417ce9b9821a22f19ba8c93c9e81a1b818aa604ff664348ac04597263	Ku kara soutin kiɗan sama!		Translators without Borders Gamayun kits	1	0
16f8a38f80bbc1350c03510cb17540319a56ed1e98401c7a598a7f80efc75f92	Ishaku yana wahala da rashin wache yake kauna Jummai.		Translators without Borders Gamayun kits	1	0
175d45b59252f46903729465616762271bcd4f34e09a46aeb9a9fe446a7bf771	Matarsa ta mike daga kujerarta. Sai ta kalli kofar.		Translators without Borders Gamayun kits	1	0
17fbeb2ddc3f3d9d5cc6bcd011f3bf148101393e8f485dbc046379b85e61e70d	Duk abun da aka hada a kasan takardan an kai shi gaba.		Translators without Borders Gamayun kits	1	0
1b2f0c31aec6d57c5a7c3c8a5643eba4a1d42cdc1d5c7dccd2209b333687977b	Waye wanan wake rubatutun shirmen?		Translators without Borders Gamayun kits	1	0
1b595deeff8ff6d612d9f6a684d8cfefdb1cf1c92de27834c670ac712d270a75	Ni yanzu ba karamin yaro bane.		Translators without Borders Gamayun kits	1	0
1b8d1ce5a751e8775fa9b2f4bfaa981e64049123d1bd4d535f3c3832fe834960	Hamsatuam ta faɗa min cewa ba ta damu ba.		Translators without Borders Gamayun kits	1	0
1cd39347d4dff7bce518ff7b9b170ac0051e8e9697b1f345e49f350061bd40cb	Wani lokacin na kan yi ninkaya.		Translators without Borders Gamayun kits	1	0
1d268b8379dd0d538c75a56dbb053e9f1bee81e5c785d26619262d6bbc1e8acb	Kwanannan aka yi taransifar Mr Tijjanison daga Los Anjeles zuwa Jafan.		Translators without Borders Gamayun kits	1	0
1f9ccefb0f074d14a2728c76ad0ad06d0841a851da59dd16b5a9b0bc22ee9bb5	Jami na fi kauna a rayuwata.		Translators without Borders Gamayun kits	1	0
21326122d8e1941dc3fa4ea269740e294ab22581feeb8dc29e57069557a15a40	Na san Hassan dalibin kwarai ne fiye da Hafsat.		Translators without Borders Gamayun kits	1	0
25fe725f7aaf9b68f284abda940d50839f29ebd2900255e8bfabc6c591972a02	Yanayin ya fi kankara sanyi, kasa da sifili har hawa biyar.		Translators without Borders Gamayun kits	1	0
275efe3d6469d11f6f49bf0c4c624fbd5a5bc86670078bd3006ac046fd1d726c	Jama'a Mata da mata, na gode kwarai da gaske.		Translators without Borders Gamayun kits	1	0
27e2986ac4924800e5602dc95503a092b940801e3bf237d3dd9dc9cc31a49c77	Gaskiya ban iya ninkaya ba.		Translators without Borders Gamayun kits	1	0
28030ddc1f65459be014092da2115eca1846c947b8fc24fa67731b5cab5ba2f9	Ina sha'awan ganin fim na shida na Ishaku Fotter.		Translators without Borders Gamayun kits	1	0
28de19566eabbbd0bd98482035c31fdf8387614a3ecd8eb6aafa392d0cc7c3d1	Hassan ta lashe jarrabawar ta hanyar satar amsa.		Translators without Borders Gamayun kits	1	0
2946a54030e7f46a134095fbbcd9b30c5f68a963becd511e9a201e60890f94bc	Na san Jami bai sani na yi haka ba, amma dai na yi.		Translators without Borders Gamayun kits	1	0
29c22a511c4467fb29deef0c9be731511bd74aa4499182c1627db30134bc2447	A gabadayan Amurka matasa da yawa sosai su na shigan jami'a kowane shekara.		Translators without Borders Gamayun kits	1	0
2b1af2f11f5a3eb01ba55a1c629cd26ad2c864e39ff3de366a915842cf5fc73d	Ya taba yin mummunan hatsari.		Translators without Borders Gamayun kits	1	0
2d7381aa41a4f1f829fab91b549d07f7eb65829705a74e46f7540cbb02fb61f1	Ka mayar da hankali kan abu daya domin yinsa yadda ya kamata.		Translators without Borders Gamayun kits	1	0
2e3e533e1ab04a217d6367a52968a4de63be37e1405890f96f35c61e5e28b91f	A lokacin taron maneman labarai, Shugaban Kasan ya taba akan mu'amala na waje.		Translators without Borders Gamayun kits	1	0
2e48c365457d3283899bbe5a34723c2e5b1cea3d6e871792d104aa9c99e8b848	Jesus ya kori masu canjin kudin daga wajen ibada.		Translators without Borders Gamayun kits	1	0
2e79732355bd1c7d75d0045b57f47650f967526f9c70d8e099902da9935d87d0	Hakkina na ne bata kariya.		Translators without Borders Gamayun kits	1	0
2f6f4930b25d4e31bb5926790d799b65563e13bf95db5eb817378a17023fb56e	Ya bada labarin yadda ya kubuta.		Translators without Borders Gamayun kits	1	0
309a87419df7b63bccd3ad570c677410681345a9a2a3b75f4888b99879094d7b	Ga alama mai sauki ne.		Translators without Borders Gamayun kits	1	0
31b417c65b360c75df13d72c1eeac8a4aedf5282b49bcb10b8dc86d6e624d26d	Yarinyar ta yi kokarin tsayar da hawayenta.		Translators without Borders Gamayun kits	1	0
31b56ec764054622f3921a7ab93a8a16fc89732b35f02bd2e5965c2e0ba86b02	Godiya ma gayyata amma bamu so mu gajiyar da ku.		Translators without Borders Gamayun kits	1	0
323349e7860738750f230cb259fb9230a8f7f689cd059fd7732189c5448aa6b3	Mun sa Abdullahi Abdullahison ƙarkashin kulawa.		Translators without Borders Gamayun kits	1	0
32b50b8c1579177c444b20918c72c3ab8b52b8b04bce0d509ab28b3c09b2102f	Miliyoyin 'yan Amurka sun rasa gidajen su lokacin tashin hankalin na kudi.		Translators without Borders Gamayun kits	1	0
3441438d9235fd88913b3b72953f2ee32da84eae036bf8e51f410496f54da70f	Tijjani sandan da baya kan aiki ya kama Ishaku.		Translators without Borders Gamayun kits	1	0
36dbbedb24da21431eab255e3382fe8589b3d760d0b74e6c342d1d270c805e5d	Zan yi gyada me man shanu.		Translators without Borders Gamayun kits	1	0
378f3c600ec8a4d7e6045acfa75c766c1bc0efbc6534762caed1fd9d4cd55c40	Bana aiki karshen mako.		Translators without Borders Gamayun kits	1	0
3881e20cf2366950f194cd3316b6754f015d0ddfe8d33373cd338f135ad0bce8	Ana siyar da siut na maza cikin makonnan a wannan babban shagon.		Translators without Borders Gamayun kits	1	0
39118880f0a990f4745a856b3c520dead808f7f3a422ed866b38cfb1938dcfb4	Shin Bitrus da Zulaitu suna karanci Faransanci?		Translators without Borders Gamayun kits	1	0
397562511c46711edaa50099702a5897b85e55255a1765366c2b9e6aa4ae2ef4	Hassan ya ce yana tsammanin Aisha zai yi hakan a ranar Litinin.		Translators without Borders Gamayun kits	1	0
39d1abc26a4b839b0d93b1eb380294dbac00ff7b0539ee0a1c0bab9c561353ae	A yanzu haka Hauwaam na Boston, ko ba haka ba?		Translators without Borders Gamayun kits	1	0
3b61f1c7c92841a04c2065c9cc930c50cceddc0010583ecf3602f2d298396a77	Aliyu ya fada mini cewar yayi tunanin Maimuna wayayyiya ce.		Translators without Borders Gamayun kits	1	0
3c1c107e9efa752f4140699b8df44266e6ad2e67246ca047b855e8485dbc1062	Rashin nutsuwa ita ce cutar kwakwalwa da ta fi yawa a Amurka.		Translators without Borders Gamayun kits	1	0
3cacf1731905b58c5d13dcfd259378ac797a2c3db84ee1cd3cbb4df6abeae5b2	Kai hakan ba karamin kuskure ba ne.		Translators without Borders Gamayun kits	1	0
3cb061476088fe572098d9b0d0f704f82111314f985eef00c4e34adaf4434748	Wannan ce damar da Mustapha yake da ita kadai.		Translators without Borders Gamayun kits	1	0
3d41e81461622224083dd792c8ed3a4f39065b62c3eef6e44b64b01ddb5232e1	Habibu Mustaphason ne mataimakin Darkta.		Translators without Borders Gamayun kits	1	0
3d7a984f62986940495ecf9c3e5ef40fc278816b75de2bfef5051851364b8fc6	Iyakar abinda Aliyu ke bukata ke nan.		Translators without Borders Gamayun kits	1	0
3ed2807040b0586897aba27ad4c76ed91ebf28990642a694a185a297e0e12de1	Tijjaniaa ya jiyo kukan alade daga nesa.		Translators without Borders Gamayun kits	1	0
3f29ab21c3a6ae3fe18038507af7c306351345134746c8384d99f02e592075ba	Yaron nan yana da karfi da lafiyar jiki.		Translators without Borders Gamayun kits	1	0
3f81e8d2580082bee116893ca7cb5ff44500bf3acec5f8d31cd6017b8d2e9c3b	Ta tambaya ko ina bukatar taxi.		Translators without Borders Gamayun kits	1	0
408650ca221ae21851d4d316570f1b52dbccb44ac9c4983ee6e32af63cab4f84	Akwai karin kudi a masaukin ma samun daman hawan yanar gizo.		Translators without Borders Gamayun kits	1	0
40e63c338905bb7863b7604690a4dc78d858659ba895b8e5e84b13e1afe2dfe0	Ina tsammanin Aliko bai ji dadi ba.		Translators without Borders Gamayun kits	1	0
413f03f169aae4f438e76b7478af3bc6d54277cfb2d6647cc8cf42e91a26a7d7	Karon farko da naga Babangida ban san shi mai kudi bane.		Translators without Borders Gamayun kits	1	0
426215ef5d6da4fb79914cbdaec1a29df9e448fc394a5ecbdfeebc80ee120fe9	Zahiri ya nuna cewa wani mumunan hadari ya faru a lokacin da baya nan.		Translators without Borders Gamayun kits	1	0
0842d20107bcfc9ef3a762a107511cdb3635752783f13257680e5ecd9deccbe4	Dubi waɗannan baƙin hadarii.		Translators without Borders Gamayun kits	1	1
09c74c790588470cc4bb4deec7fef17312523064817755dc2c175b1d242be974	Yayin da ba maguna, lokacin beraye ke cin kasuwarsu.		Translators without Borders Gamayun kits	1	1
0b3b87c2604e0563b628bb82d32fa647f02e0801c2f140cb4b711ab48674c340	Matsalar shekarunmu shine muna bukatar yin sabon tunani.		Translators without Borders Gamayun kits	1	1
0bea6bf90bbc72ab74e06ee5450956ae752c020a50372f8a55e3bab9fa488015	zazzabin ya fara kwanaki biyu da suka wuce		sentence-collector	1	1
1140fed8be914ab1d659c830cc0576b909127ac45009acc2b692a1b20272ed2d	Ko da dai, zan na gaya muku wani abu.		Translators without Borders Gamayun kits	1	1
1c747d8e48ec5a216c20a39a0072806f3d8a9a51c56e511999563cff3b72a236	Nasaha wahala kafin na saka Musa yayi hakan.		Translators without Borders Gamayun kits	1	1
1e489d79f2f16ea82dad77dac47e1adfcbabf265a1137847ff3d3e9b979bf7d1	Aboki, ina taya ka bakin ciki.		Translators without Borders Gamayun kits	1	1
276556d659b4bfc20560d5934150ee354768eab1334de2458d00a0fc09fd29fc	Ba zan iya tuna hakikanin kalmomin ba.		Translators without Borders Gamayun kits	1	1
2d640ac0b67b91839a13c5c751a0f371a9759d5bfadbb212b02d30f9ec316070	Ina bukatar ki, sai gashi kin zo.		Translators without Borders Gamayun kits	1	1
36c146d930df282962cb9d77614964975ef75a175046fa130c0290aef491e66b	Ina kasar China a shekarar da ta wuce.		Translators without Borders Gamayun kits	1	1
3a6df1164c78cf270a50c4ced8165b3c4686c8d7d3815556b789b8f7dc18589e	Hakika wannan farashi ne mai kyau.		Translators without Borders Gamayun kits	1	1
43acc105ae7077757c42c146d9d064bddd634a85981bd35481aef5241aa93994	Mustapha baya nuna kowane alamar kwakwalwa shi na aiki.		Translators without Borders Gamayun kits	1	1
5626ca0519f616d22606082cc0329632d326bcb84e6864e02502c6cedf39395f	Allah Ya saka wani a gefen kowane mutum da zai lura da shi.		sentence-collector	1	1
5a326a7fd2300c73926362efa7a1d75a73e5e49fc97e6ef5f3867011feceeeb4	Zan iya taimakonki malama?		sentence-collector	1	1
690f2ace50fa2134a0155ac0293b42e592f679827be2b1f439b2a8403e0240b8	Babangida na tunanin zan yi hakan yau.		sentence-collector	1	1
6a1585eaffd404a12d10b98749d907819eacd9bb15f63b25c1a8724936cce0c0	Idan abubuwa suka faɗa cikin ramin nan, za su yi zafi sosai.		sentence-collector	1	1
6dc8c4ed4680f324ca2138692ec341ae55fbd58b74dd70bcea072e7e43645dd9	Ban tabbatar abun da Abdullahi yake yi na samun kuɗi.		sentence-collector	1	1
71eec86028a28afd9f1b2a166b5d2ced682c267eaf20dc4322604d189467bbec	Babangida ya saamu lokuta rashin jin dadi sosai a rayuwan shi.		sentence-collector	1	1
728fbab58746f07b88b6e98e981698f31ce2aa7135343d2869229356a7db9b9d	Babangida na ta jiran wannan.		sentence-collector	1	1
7455cedec3db34c23ca28ae5c8f476082ce9bf3005687bca8041b55c9b6860b7	Kamar tana cikin damuwa da bacin rai.		sentence-collector	1	1
7597e421b92ab42120bbb4a3e1b7af3030858b6449f1e70c5fcbd976f699fc14	Ya kamata na ga wani kan kasuwancin.		sentence-collector	1	1
76147d5bc507369eee5bf2767d3b9b2c8638b2410d93621232db6cf1a8230826	Na san za mu yi latti.		sentence-collector	1	1
765f955aea7756c6bbce7de0e8011c0c5d3550c3a047810c9c6249052091004c	Ban cika yin abu haka kawai ba.		sentence-collector	1	1
786eb91f91f8272e48247944947bd3cc2a6173a60a53d8532fae49162c56b531	da dama anticoagulants ana ta gwada su a ksar italy.		sentence-collector	1	1
797058d3107b565069b7240e6ea81785944f8b35b6f2c20daede14fbde2e9b98	Na ji cewar Babangida ya tafi Boston.		sentence-collector	1	1
7e03152f45fc4f76623aee468c102feea7e7887e5815981ad52de8eaa904780c	Ta ce bata damu ba dan ta jira.		sentence-collector	1	1
7e9d34b614a4b141644f41c87fa8e87653c86395f123d768d715959a0aaf7dea	Waɗannan tambayoyi ne da ba zan iya amsawa ba.		sentence-collector	1	1
7f85c694a7904728eb478f057c8745a144bbce2a1174b772b96a86c6f5800758	Wannan littafin Sifanish ne.		sentence-collector	1	1
7fbbeae7e82c76c658deda8156984bfedd710fa5171c0ed4761bb13e4a8c13b1	Ya fitar da kwallon daga filin.		sentence-collector	1	1
803e58298102ada1b867d86b45350d44495f1d265d8b9cd1d98df14f1a24fbe7	Babangida ya bar tokar tabarsa ta zuba kan kafet dina mai tsada.		sentence-collector	1	1
811a2099c9e874f2f30dd6ad9058e5255c9e0b34a1399282c4203e655f1b1a50	Matsalar lokaci ne kawai.		sentence-collector	1	1
81cefdd1638b2b4d5af0b77fd0f5f9442990277fe5349e4f25f69fc6d66f58f8	Masu magana kan ce, wahala kan haifar da hawan jini.		sentence-collector	1	1
82fd34c656622079ad9759fe75d6c25cff774cf54ca4341ffe3328a7b8733389	A iya sani na, baya daya daga cikin masu shirya damfara.		sentence-collector	1	1
83541ac7c54f754d5f2314057c8411b811d3964c347936798aa06e2e394af995	Har yanzu ya kamata Hary ya yi wannan.		sentence-collector	1	1
83bfcf7607623f58df76f772b1a05e10cddc24fb4aa5e4ed1b226344b5cf70a5	Hamsatu tace ta shirya zama har zuwa ranan Litinin.		sentence-collector	1	1
84765dac1d901ead9df009692e5913f638a59232a73db06fcdf67d35ae49daed	Na koyi abubuwa da yawa game da Ostiraliya daga Jami.		sentence-collector	1	1
8478654178995590baedcef9190ac0991d8fc217d90f48d5a2bd0f2bf5afdffa	Wannan ruwa ƙasar dilan mai sauri ne ya faɗawa ragon karen nan ruwan ƙasa.		sentence-collector	1	1
84bb6daea784fc42aba3ecef8aca1b5c21b812ac6b7977b4a5439c997c26da42	Ban taɓa ganin ta ba.		sentence-collector	1	1
84eaa6c670c3c046fb397c6e3475ecf58013b7fe834a30202c616b5d3b0b7096	Rifkatu ba ta son baiwa Jalal lambar wayarta.		sentence-collector	1	1
85d8ec782a96b8aeff9ced55b4c793dde69c4da6a3bc7a55f48d072ba57e4b89	Kai, nan rufaffe ne.		sentence-collector	1	1
865636f6671825adf9be6c3acb754ad714e0516f09f2b22b3722112b2c654228	Bari su ci gaba da ayyukansu.		sentence-collector	1	1
86eea90d6261dd19f294824fd3ce1b894ce0b282db06eee44e5aadd6244847c8	Hawan keke wanda ba shi da birki, mummunan abin yi ne.		sentence-collector	1	1
879059b90a6907b42071046653fbf46cb9cfe7ce35d9c559f7e6b2b47c3a0677	Za ka so ka rike hannu na?		sentence-collector	1	1
884bd5fa231260c29db4e89cea59801223c7fc98e894976b2d826764daf3debc	Da gani Mr David ya gaji.		sentence-collector	1	1
8904ad4b592d5c94773c9899a5c0370df36b85c3008f498b830d63fcac73cc9f	Tana da mota yar Japan.		sentence-collector	1	1
8a2da8bd20a64a2e60253b0bcf918bb95d817a351dd1c56fc83d1b6d89ce08a6	Sara 'yar asalin kasar india.		sentence-collector	1	1
8ae9aa22322277799179e40b4b0259029b158d6b0d9b6e014a387c5410b3927f	Saboda rashin maza a rayuwata, Ina tunanin zama 'yar maɗigo.		sentence-collector	1	1
8b142c0b2d574b0978df84cf22900b0aba1ed8d709c326d9d170ba030f4c9f3f	Kina saka dogayen kayan ciki?		sentence-collector	1	1
8b2198b55d2da9f24b7df05a9f5d83776902806a44f5382188ae64d39939cd8b	Aliko ya ce yana tunanin hakan ba zai taba faruwa ba.		sentence-collector	1	1
8cc808aa1c6b2d7171a23e8b405178f5bbf59002d1cc2eadc993cdf07c572fb9	Da ni da Musa bamu tafi da wuri ba.		sentence-collector	1	1
8e2965050b01828dc87cfce67aaf935026f1d67011eb8b59c95d63d5c66995a6	Babu wurin sauka a wannan sashin titin saboda gina titin da ake yi.		sentence-collector	1	1
8e44b373a1371f66cffb028a31f5e617aa66bef766114a9625d1d16a03d1bfa4	Abdullahi da Camen suka ce suna fatan Hassan ya san yadda zai yi hakan.		sentence-collector	1	1
8e68932cf362c0c430d0128fdcc795fdede51e169bdb7dab6cc1b79a920567ee	Sannu, baba! Me ka ke yi!		sentence-collector	1	1
8f0fa36f99da695d2e6d614d54e432960f86947f00f3fb9f11c5455a64c50542	Yawanci ina aiki da dare.		sentence-collector	1	1
8f71228f1ca70997a83a31f41df6a6ee3de36c1fc724b61c52cd6e8fd20898ee	Kana faɗa minidai-dai ne cutar da kake wa matarka?		sentence-collector	1	1
91ce035ccc840714533a20b26c1e58bcff0286a8c016eac517c980dbfd8a62cb	Na san Hassana fiye da yadda na san Zulai.		sentence-collector	1	1
926288f358004db982dfea2bca9d81a24fd8986a4325ea733effe2e33fba0789	Kuna son a ƙunshe muku kyautar?		sentence-collector	1	1
92cdf2fde552cf8846100d0d92250be76e2efe1ba6cc98858c2a804bba3dae6e	Ba ta haka zai yi aiki ba. Bari na nuna maka yadda zai yi.		sentence-collector	1	1
975e2581ee131a30e55bd4dbcc8447b403ee1428ca0cadc62f44a97743691be1	Ana tunanin mutanen Anglo-Saxon ko asalin Jamusanci ba Americansar Amurkawa dari ba.		sentence-collector	1	1
97a437b7c8eb812f8e2ff211df2d8bd7d1b1df862f5283da6607b88f32bccea4	Mustapha ya gudu daga wurin aikata laifin.		sentence-collector	1	1
989935313061407eff619477b756451ef95dd90e99e7c1b20de0117d485f2091	Kowane ɗalibi na da bajon makarantar jikin hularsa.		sentence-collector	1	1
9960334074b077a0dc872e7a7052212cbb743c342ccbfe7a23c962df3267325c	Masanin kimiyyar ya shahara ba wai iya ƙasar Japan ba, har da wasu ƙasashe.		sentence-collector	1	1
997fbe4b97b818ec46066f79991b70914a0c7a3047439eb84379af390c96ce84	Wajen wasan kwaikwayon na da bikin nuna fina-finan ketare kowane wata.		sentence-collector	1	1
9a597ded95bb266b1be056163eac1d3aaa2b4b9ec0f3f072b8a9d8f8b3fab2ac	Ina da tabbacin ba za a kamani ba.		sentence-collector	1	1
9b5e8f99a6856310064c160de939ee8aadbd197bd4a0919b3f04ad3b879fe46e	Ni ban ce ina zama a Australia ba.		sentence-collector	1	1
9b746a999cdfff152729ad6acfbc1eaf7b404d31bac62bd4871d0d1545f72a4a	x baya tare da tarin B saboda yana tare da tarin A.		sentence-collector	1	1
9b79cc823f998a95e0b5b71bdd431846a1f3151ca50394bc630a5b49dff7ca96	Mu fara zuwa Boston.		sentence-collector	1	1
9c1f7cea7c61320dca6a54883fe60826c519cf3976048524c7ce43752856a1e5	Gaishe mutane ba tare da an taɓa su ba.		sentence-collector	1	1
9c59f78a74ab892c8b627588662576dd72b0ea50ece76574aa611e8cb5848c3f	Sun shiga tashin hankali.		sentence-collector	1	1
9dc26cd623e2eca78baf31fd9bc7d5104dbd5fa5552eb905fa62a9f3c6457025	Domin gujewa biyan kudin ruwa, Tijjani yana biyan bashinsa baki daya kowane wata.		sentence-collector	1	1
9e1a672ee447fff8adbb942717f72327ceb3cff4e22407b5535f989ab0758c17	Habibua ya koma dakinsa ya rufe kofar.		sentence-collector	1	1
9e48e160f7f94bd3887cbe3e2d6b913ffc6486e1ef5b24ea0d47e62392178641	Nan bada jimawa ba za'a dasa bishiyoyi da yawa.		sentence-collector	1	1
9e4d90fa0c3b3ddef78fb1d1f69abf6872a215e719dcb20267fa46d9ba541ece	Bana jin akwai wanda ya yi tunanin da gaske Jauro na da ayyuka.		sentence-collector	1	1
a1a13505e9409ce6a01017029c64f0ef255b705c672ac4bc4565fc3b083a4f3a	Ciyawa nawa ne bujimi ke ci kowace rana?		sentence-collector	1	1
a22097c5c122c4f300d6dfc86a7b49ed5b79621c8625131fe42881c2b5e4c289	Ina da keke.		sentence-collector	1	1
a29c2d61a0b5a3a4643b09b3280c6038adcbe2c2ea87562c39896e3a63256eee	Luke na da guntun gashi.		sentence-collector	1	1
a2cef48bdcbb487a2c9372bac26bf3af2ee71629e71eaeac7034433b4d68297c	Shi ne dai malamin lissafinmu tun shekaru biyun da suka gabata.		sentence-collector	1	1
a2db9a59ad5187ca5d9a10a3d49e18be10480153d841bbfcdee74958e23fb7db	Lokaci ya yi da za mu koma.		sentence-collector	1	1
a2fc502ae9487075f45dfc8eb200067b6be162db7368cd858021e85751e33317	Na jefar da sarkata a gefe.		sentence-collector	1	1
a565772c7daf4b7b360996a643451c86c194a24d4b7e5f3a685a8aba00e8f7a2	Wani abu ya kama gaban jacob.		sentence-collector	1	1
a69e93c1bd1249f80148e2997b1900b92887cb8900a0d48f0c3082187c0baf70	Musaa ba zai sami damar zuwa makaranta na sati uku.		sentence-collector	1	1
a9db0a358c0f46fb99f2effaf633131278b33bac73794cfe48870cfab1369bf3	An gano lymphocytic da aka binciko gawaki.		sentence-collector	1	1
aa196b95dadf528cd99fb92bc1b821583c4b4876486f60412377be05367a0110	Na hau wuyana cikin aiki.		sentence-collector	1	1
aa80ef2be0807a31f2ccea020bf500da1730ecdd4618286d6ec54c7675c393b9	Akwai wili a tsakanin wilikan.		sentence-collector	1	1
aad57e23ee16a8f23fb16d566db66b389b5cd52435d25314b0057b52b14d79f7	Jami ya sanya hannunsa a kafaɗar wata budurwa.		sentence-collector	1	1
ad89669840c18f05e73d0b34a3a72470d8c1505c3e6bdf1cd630bb3543dda2d9	Rashin bacci nada mumunnan tasiri akan kokarin dalibi.		sentence-collector	1	1
b0e3b967aba0b0ca7d3bcfc71ab19dd3dd04e55e02e779a0909f2abdeec8c62c	Haka kawai Hassan ya gano cewar abinda ya yi ba ƙaramin haɗari ba ne.		sentence-collector	1	1
b43f5c2f3c544feea5b41ffc508385f76d58fac14b47269c0c72b5a7218275e9	Kowa ya kamata ya gano hanyar samarwa da kansa farin ciki.		sentence-collector	1	1
b4d5d5e74051d34f8eca783bb3f8f5ac0a64f0a719f2acbd73c93c9e152e0964	Gwamnatin ta bada sanarwar zaʻa ƙara kuɗin haraji.		sentence-collector	1	1
b5a9c61cf1a11ab269ae7be8c2219ef2c8c7a5b462678cba31e18189359f10a4	Ni da Musaa mun dafa abincin dare ranar Lahadi.		sentence-collector	1	1
b5dfa1231e35fb82ad71e3e4385ee90708c003a2db2e16fbefe91691c6ac825f	Mama, don me ba ni da kawuna dake da gemu?		sentence-collector	1	1
b6061e0abc6212cfac32c36e748138c69bc2ea09acac6c82308e2ee9ff964577	Ina mafarkin zama model wata rana.		sentence-collector	1	1
b66ff956c4f2c4984a1bd9eed787fe3b7c042505040e938b22c22f81e5ef57b4	Sai dai idan na kasa bacci shine karan motsin agogon yake damu na.		sentence-collector	1	1
b67ebe78c47af1fd6b865612f291b5bdb3fd08d4beb1e35371c435e767d506c0	Da a ce na san Babangidaa yana cikin Ostiraliya, da na faɗa muku.		sentence-collector	1	1
b965adbb8ad186c5271ae55ded4f56838eee655762da72897d38251c8487ccec	Ya ce baya jin yana cikin tsaro.		sentence-collector	1	1
baa099a4bee01ba54b8a667d9fb4423be6a7c08358e4e6c098c79221b1d74c9e	Harsashi nawa mashinga ke iya harbawa?		sentence-collector	1	1
bb481d80648d58b0a3fc7fe0c2aecb8c1a2b549df3d70417f26cb88fe1f0160c	Duk wanda ya faɗa haka makaryaci ne.		sentence-collector	1	1
bb73868d69df2c4ff54c0f530be7cc8fadb6aa6423c642e6319c2484d692933a	Yana gab da samun nasarar wasan.		sentence-collector	1	1
bce38f3b045bb0305d1e0711fe3ce207738ed3c15f6a124a5e825703553717ef	Musa bai yi amfani da haɗin kek ba. Ya faro tun daga farko.		sentence-collector	1	1
bd1ee4b716acfaa4689e0b5984aab70860a211092aced039f6bb74ea2e7363e3	Da alamar yayi maka wuya yin hakan.		sentence-collector	1	1
